TransactionID,CustomerID,Date,ProductID,Price_x,Qty,TotalAmount,Product Name,Price_y,StoreName,GroupStore,Type,Age,Gender,Marital Status,Income
TR42568,336,2022-07-23,P3,7500,1,7500,Crackers,7500,Sinar Harapan,Prestasi,General Trade,51,0,Single,"10,84"
TR43132,316,2022-07-23,P10,15000,2,30000,Cheese Stick,15000,Bonafid,Gita,General Trade,45,0,Married,"9,49"
TR49965,190,2022-07-23,P7,9400,3,28200,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade,34,1,Married,"8,85"
TR54521,118,2022-07-23,P5,4200,4,16800,Thai Tea,4200,Buana Indah,Buana,General Trade,20,1,Single,"3,28"
TR58557,220,2022-07-23,P4,12000,3,36000,Potato Chip,12000,Sinar Harapan,Harapan Baru,General Trade,45,0,Married,"16,35"
TR58930,78,2022-07-23,P1,8800,7,61600,Choco Bar,8800,Harapan Baru,Harapan Baru,General Trade,41,1,Married,"10,34"
TR5986,379,2022-07-23,P2,3200,4,12800,Ginger Candy,3200,Gita Ginara,Gita,General Trade,48,1,Married,"17,74"
TR63342,406,2022-07-23,P5,4200,4,16800,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,38,1,Married,"8,64"
TR72935,70,2022-07-23,P7,9400,4,37600,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,30,1,Married,"4,42"
TR86223,391,2022-07-23,P5,4200,4,16800,Thai Tea,4200,Priangan,Priangan,Modern Trade,26,0,Married,"4,98"
TR86677,275,2022-07-23,P10,15000,2,30000,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,41,0,Married,"15,33"
TR88783,371,2022-07-23,P7,9400,6,56400,Coffee Candy,9400,Buana,Buana,General Trade,25,0,Married,"3,06"
TR12998,30,2022-07-24,P10,15000,5,75000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,37,1,Single,"2,26"
TR28043,311,2022-07-24,P7,9400,6,56400,Coffee Candy,9400,Buana,Buana,General Trade,61,1,Married,"7,64"
TR2808,24,2022-07-24,P7,9400,2,18800,Coffee Candy,9400,Buana Indah,Buana,General Trade,37,0,Married,"9,53"
TR36341,95,2022-07-24,P3,7500,2,15000,Crackers,7500,Buana Indah,Buana,General Trade,52,0,Married,"17,42"
TR37620,210,2022-07-24,P10,15000,2,30000,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,33,0,Married,"10,9"
TR40501,129,2022-07-24,P10,15000,4,60000,Cheese Stick,15000,Priangan,Priangan,Modern Trade,35,1,Single,"10,46"
TR47249,434,2022-07-24,P3,7500,1,7500,Crackers,7500,Gita Ginara,Gita,General Trade,37,0,Married,"9,33"
TR60813,341,2022-07-24,P1,8800,7,61600,Choco Bar,8800,Buana,Buana,General Trade,43,1,Married,"3,24"
TR61336,204,2022-07-24,P7,9400,2,18800,Coffee Candy,9400,Sinar Harapan,Harapan Baru,General Trade,53,0,Married,"9,46"
TR65220,75,2022-07-24,P5,4200,3,12600,Thai Tea,4200,Gita Ginara,Gita,General Trade,34,0,Married,"9,69"
TR76972,69,2022-07-24,P7,9400,6,56400,Coffee Candy,9400,Bonafid,Gita,General Trade,26,0,Single,"2,84"
TR89823,37,2022-07-24,P2,3200,4,12800,Ginger Candy,3200,Priangan,Priangan,Modern Trade,51,0,Married,"17,11"
TR93557,421,2022-07-24,P10,15000,2,30000,Cheese Stick,15000,Sinar Harapan,Prestasi,General Trade,35,0,Married,"9,01"
TR94045,35,2022-07-24,P7,9400,4,37600,Coffee Candy,9400,Gita Ginara,Gita,General Trade,48,1,Married,"10,58"
TR99917,442,2022-07-24,P3,7500,1,7500,Crackers,7500,Bonafid,Gita,General Trade,42,1,Married,"14,88"
TR1894,276,2022-07-25,P3,7500,3,22500,Crackers,7500,Sinar Harapan,Prestasi,General Trade,31,1,Married,"8,96"
TR2171,155,2022-07-25,P7,9400,4,37600,Coffee Candy,9400,Lingga,Lingga,Modern Trade,40,0,Married,"7,17"
TR22482,427,2022-07-25,P2,3200,5,16000,Ginger Candy,3200,Sinar Harapan,Harapan Baru,General Trade,54,0,Married,"16,88"
TR29147,78,2022-07-25,P7,9400,5,47000,Coffee Candy,9400,Buana Indah,Buana,General Trade,41,1,Married,"10,34"
TR31405,447,2022-07-25,P10,15000,2,30000,Cheese Stick,15000,Bonafid,Gita,General Trade,54,1,Married,"20,37"
TR51479,149,2022-07-25,P1,8800,3,26400,Choco Bar,8800,Buana Indah,Buana,General Trade,61,1,Married,"3,96"
TR53532,182,2022-07-25,P7,9400,3,28200,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade,44,1,Married,"14,57"
TR56821,357,2022-07-25,P1,8800,10,88000,Choco Bar,8800,Lingga,Lingga,Modern Trade,48,0,Married,"18,14"
TR58485,348,2022-07-25,P9,10000,7,70000,Yoghurt,10000,Buana,Buana,General Trade,29,1,Married,"4,64"
TR67165,112,2022-07-25,P10,15000,3,45000,Cheese Stick,15000,Gita Ginara,Gita,General Trade,31,1,Married,"4,44"
TR73167,395,2022-07-25,P7,9400,3,28200,Coffee Candy,9400,Lingga,Lingga,Modern Trade,28,0,Married,"3,39"
TR74634,92,2022-07-25,P2,3200,7,22400,Ginger Candy,3200,Lingga,Lingga,Modern Trade,60,0,Married,"10,72"
TR77214,392,2022-07-25,P10,15000,3,45000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,45,0,Married,"19,68"
TR80656,73,2022-07-25,P2,3200,7,22400,Ginger Candy,3200,Priangan,Priangan,Modern Trade,53,0,Married,"13,71"
TR82864,373,2022-07-25,P1,8800,2,17600,Choco Bar,8800,Lingga,Lingga,Modern Trade,55,1,Married,"14,59"
TR84729,447,2022-07-25,P10,15000,1,15000,Cheese Stick,15000,Priangan,Priangan,Modern Trade,54,1,Married,"20,37"
TR91361,445,2022-07-25,P5,4200,2,8400,Thai Tea,4200,Bonafid,Gita,General Trade,51,0,Married,"14,48"
TR92290,16,2022-07-25,P5,4200,3,12600,Thai Tea,4200,Sinar Harapan,Prestasi,General Trade,52,0,Married,"11,8"
TR37299,281,2022-07-26,P10,15000,3,45000,Cheese Stick,15000,Buana Indah,Buana,General Trade,35,0,Married,"3,03"
TR49786,193,2022-07-26,P10,15000,2,30000,Cheese Stick,15000,Gita Ginara,Gita,General Trade,42,0,Married,"20,64"
TR6646,40,2022-07-26,P8,16000,2,32000,Oat,16000,Prima Kota,Prima,Modern Trade,19,0,Single,"3,48"
TR80476,106,2022-07-26,P3,7500,4,30000,Crackers,7500,Sinar Harapan,Harapan Baru,General Trade,24,0,Single,"6,79"
TR80963,242,2022-07-26,P9,10000,6,60000,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,56,1,Married,"6,98"
TR92041,158,2022-07-26,P6,18000,2,36000,Cashew,18000,Priangan,Priangan,Modern Trade,49,1,Married,"5,6"
TR96548,195,2022-07-26,P9,10000,7,70000,Yoghurt,10000,Buana,Buana,General Trade,31,1,Married,"10,91"
TR13399,251,2022-07-27,P3,7500,6,45000,Crackers,7500,Lingga,Lingga,Modern Trade,45,1,Married,"3,38"
TR1761,33,2022-07-27,P9,10000,5,50000,Yoghurt,10000,Lingga,Lingga,Modern Trade,53,0,Married,"17,11"
TR18734,137,2022-07-27,P3,7500,6,45000,Crackers,7500,Harapan Baru,Harapan Baru,General Trade,34,1,Married,"6,36"
TR18919,301,2022-07-27,P8,16000,1,16000,Oat,16000,Prima Kota,Prima,Modern Trade,60,0,Married,"8,97"
TR35393,146,2022-07-27,P4,12000,3,36000,Potato Chip,12000,Gita Ginara,Gita,General Trade,27,0,Married,"3,16"
TR37247,168,2022-07-27,P9,10000,6,60000,Yoghurt,10000,Sinar Harapan,Prestasi,General Trade,27,0,Married,"4,88"
TR4330,184,2022-07-27,P7,9400,4,37600,Coffee Candy,9400,Prima Kelapa Dua,Prima,Modern Trade,33,0,Single,"13,93"
TR43865,140,2022-07-27,P4,12000,5,60000,Potato Chip,12000,Prima Kota,Prima,Modern Trade,54,0,Married,"9,57"
TR64592,233,2022-07-27,P7,9400,5,47000,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade,43,1,Married,"5,69"
TR68397,366,2022-07-27,P7,9400,4,37600,Coffee Candy,9400,Sinar Harapan,Prestasi,General Trade,18,0,Single,0
TR73213,438,2022-07-27,P9,10000,4,40000,Yoghurt,10000,Lingga,Lingga,Modern Trade,36,1,Single,"5,43"
TR74255,269,2022-07-27,P2,3200,6,19200,Ginger Candy,3200,Bonafid,Gita,General Trade,39,1,Married,"6,3"
TR75926,93,2022-07-27,P3,7500,3,22500,Crackers,7500,Prima Tendean,Prima,Modern Trade,32,0,Married,"4,85"
TR77018,290,2022-07-27,P5,4200,5,21000,Thai Tea,4200,Lingga,Lingga,Modern Trade,19,1,Single,"0,98"
TR7731,374,2022-07-27,P2,3200,5,16000,Ginger Candy,3200,Prima Kota,Prima,Modern Trade,32,0,Single,"5,4"
TR85662,256,2022-07-27,P2,3200,4,12800,Ginger Candy,3200,Sinar Harapan,Harapan Baru,General Trade,56,0,Married,"7,09"
TR95917,404,2022-07-27,P1,8800,4,35200,Choco Bar,8800,Lingga,Lingga,Modern Trade,22,0,Single,"2,69"
TR14318,329,2022-07-28,P7,9400,3,28200,Coffee Candy,9400,Sinar Harapan,Harapan Baru,General Trade,19,1,Single,0
TR21815,281,2022-07-28,P9,10000,6,60000,Yoghurt,10000,Lingga,Lingga,Modern Trade,35,0,Married,"3,03"
TR30682,51,2022-07-28,P1,8800,8,70400,Choco Bar,8800,Priangan,Priangan,Modern Trade,36,0,Married,"7,95"
TR36893,263,2022-07-28,P9,10000,7,70000,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,40,1,Married,"10,21"
TR44357,436,2022-07-28,P10,15000,2,30000,Cheese Stick,15000,Buana Indah,Buana,General Trade,51,1,Married,"18,89"
TR5163,179,2022-07-28,P5,4200,2,8400,Thai Tea,4200,Prima Kota,Prima,Modern Trade,25,1,Single,"5,95"
TR5234,127,2022-07-28,P7,9400,3,28200,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,27,0,Married,"2,07"
TR55462,100,2022-07-28,P5,4200,3,12600,Thai Tea,4200,Gita Ginara,Gita,General Trade,45,1,Married,"6,71"
TR55490,139,2022-07-28,P9,10000,7,70000,Yoghurt,10000,Prima Kelapa Dua,Prima,Modern Trade,38,1,Married,"5,17"
TR68469,430,2022-07-28,P5,4200,5,21000,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,55,1,Single,"18,37"
TR70456,268,2022-07-28,P10,15000,3,45000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,49,1,Single,"5,18"
TR73353,321,2022-07-28,P5,4200,2,8400,Thai Tea,4200,Priangan,Priangan,Modern Trade,45,0,Married,"8,03"
TR85075,123,2022-07-28,P8,16000,3,48000,Oat,16000,Sinar Harapan,Prestasi,General Trade,34,0,Married,"4,36"
TR87669,106,2022-07-28,P9,10000,3,30000,Yoghurt,10000,Prima Kelapa Dua,Prima,Modern Trade,24,0,Single,"6,79"
TR31560,317,2022-07-29,P10,15000,5,75000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,55,0,Married,"13,89"
TR33898,133,2022-07-29,P4,12000,4,48000,Potato Chip,12000,Prestasi Utama,Prestasi,General Trade,47,1,Married,"20,81"
TR44006,279,2022-07-29,P4,12000,4,48000,Potato Chip,12000,Prima Tendean,Prima,Modern Trade,62,0,Married,"5,35"
TR47867,335,2022-07-29,P5,4200,5,21000,Thai Tea,4200,Prima Kota,Prima,Modern Trade,29,1,Single,"4,74"
TR48903,100,2022-07-29,P7,9400,5,47000,Coffee Candy,9400,Lingga,Lingga,Modern Trade,45,1,Married,"6,71"
TR55822,265,2022-07-29,P9,10000,3,30000,Yoghurt,10000,Lingga,Lingga,Modern Trade,62,1,Married,"9,07"
TR60324,117,2022-07-29,P7,9400,3,28200,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,45,1,Married,"12,55"
TR61852,222,2022-07-29,P3,7500,5,37500,Crackers,7500,Harapan Baru,Harapan Baru,General Trade,45,0,Married,"15,03"
TR79961,198,2022-07-29,P2,3200,3,9600,Ginger Candy,3200,Gita Ginara,Gita,General Trade,45,0,Married,"10,69"
TR29281,351,2022-07-30,P2,3200,3,9600,Ginger Candy,3200,Buana,Buana,General Trade,45,1,Married,"18,34"
TR34702,73,2022-07-30,P10,15000,1,15000,Cheese Stick,15000,Prima Tendean,Prima,Modern Trade,53,0,Married,"13,71"
TR35027,352,2022-07-30,P5,4200,3,12600,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,69,0,Single,"6,15"
TR53646,134,2022-07-30,P9,10000,1,10000,Yoghurt,10000,Gita Ginara,Gita,General Trade,50,0,Married,"18,62"
TR57388,279,2022-07-30,P5,4200,3,12600,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,62,0,Married,"5,35"
TR79279,312,2022-07-30,P5,4200,3,12600,Thai Tea,4200,Buana Indah,Buana,General Trade,54,0,Married,"18,77"
TR87025,166,2022-07-30,P8,16000,3,48000,Oat,16000,Prestasi Utama,Prestasi,General Trade,33,0,Married,"3,33"
TR90924,22,2022-07-30,P5,4200,3,12600,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,34,0,Single,"9,91"
TR96436,261,2022-07-30,P5,4200,4,16800,Thai Tea,4200,Priangan,Priangan,Modern Trade,46,0,Single,"5,89"
TR11561,95,2022-07-31,P5,4200,3,12600,Thai Tea,4200,Buana,Buana,General Trade,52,0,Married,"17,42"
TR18825,413,2022-07-31,P5,4200,3,12600,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,31,0,Married,"8,8"
TR19314,232,2022-07-31,P8,16000,1,16000,Oat,16000,Prima Kelapa Dua,Prima,Modern Trade,62,0,Married,"7,32"
TR33646,297,2022-07-31,P6,18000,4,72000,Cashew,18000,Priangan,Priangan,Modern Trade,41,1,Married,"12,13"
TR35431,163,2022-07-31,P2,3200,4,12800,Ginger Candy,3200,Lingga,Lingga,Modern Trade,47,1,Married,"6,3"
TR39340,37,2022-07-31,P2,3200,5,16000,Ginger Candy,3200,Sinar Harapan,Harapan Baru,General Trade,51,0,Married,"17,11"
TR43786,173,2022-07-31,P2,3200,5,16000,Ginger Candy,3200,Priangan,Priangan,Modern Trade,59,0,Married,"4,59"
TR46910,366,2022-07-31,P8,16000,3,48000,Oat,16000,Buana Indah,Buana,General Trade,18,0,Single,0
TR53122,154,2022-07-31,P7,9400,5,47000,Coffee Candy,9400,Gita Ginara,Gita,General Trade,31,0,Married,"8,36"
TR56532,102,2022-07-31,P7,9400,4,37600,Coffee Candy,9400,Buana Indah,Buana,General Trade,39,0,Married,"6,44"
TR64171,261,2022-07-31,P8,16000,3,48000,Oat,16000,Bonafid,Gita,General Trade,46,0,Single,"5,89"
TR64429,175,2022-07-31,P8,16000,2,32000,Oat,16000,Prestasi Utama,Prestasi,General Trade,60,0,Married,"9,7"
TR66732,305,2022-07-31,P5,4200,5,21000,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,29,1,Married,"4,08"
TR67801,127,2022-07-31,P9,10000,5,50000,Yoghurt,10000,Bonafid,Gita,General Trade,27,0,Married,"2,07"
TR74894,269,2022-07-31,P5,4200,2,8400,Thai Tea,4200,Prima Kota,Prima,Modern Trade,39,1,Married,"6,3"
TR79061,159,2022-07-31,P10,15000,3,45000,Cheese Stick,15000,Sinar Harapan,Harapan Baru,General Trade,53,1,Married,"13,65"
TR84627,379,2022-07-31,P3,7500,4,30000,Crackers,7500,Bonafid,Gita,General Trade,48,1,Married,"17,74"
TR86739,426,2022-07-31,P2,3200,3,9600,Ginger Candy,3200,Prima Tendean,Prima,Modern Trade,19,0,Single,"2,16"
TR87312,156,2022-07-31,P3,7500,3,22500,Crackers,7500,Sinar Harapan,Prestasi,General Trade,44,0,Married,"3,87"
TR89427,337,2022-07-31,P5,4200,3,12600,Thai Tea,4200,Lingga,Lingga,Modern Trade,43,1,Married,"5,12"
TR99533,314,2022-07-31,P6,18000,2,36000,Cashew,18000,Prima Kota,Prima,Modern Trade,35,0,Married,"6,64"
TR14097,14,2022-01-08,P6,18000,2,36000,Cashew,18000,Gita Ginara,Gita,General Trade,58,1,Married,"10,18"
TR16315,191,2022-01-08,P2,3200,5,16000,Ginger Candy,3200,Priangan,Priangan,Modern Trade,35,1,Married,"8,3"
TR16655,86,2022-01-08,P5,4200,5,21000,Thai Tea,4200,Lingga,Lingga,Modern Trade,60,1,Married,"9,54"
TR17167,56,2022-01-08,P8,16000,3,48000,Oat,16000,Buana Indah,Buana,General Trade,20,1,Single,1
TR17636,432,2022-01-08,P4,12000,5,60000,Potato Chip,12000,Lingga,Lingga,Modern Trade,35,1,Married,"9,79"
TR20788,90,2022-01-08,P8,16000,1,16000,Oat,16000,Buana,Buana,General Trade,21,1,Single,0
TR31798,93,2022-01-08,P5,4200,2,8400,Thai Tea,4200,Sinar Harapan,Prestasi,General Trade,32,0,Married,"4,85"
TR5342,41,2022-01-08,P4,12000,3,36000,Potato Chip,12000,Prima Kelapa Dua,Prima,Modern Trade,51,0,Married,"16,42"
TR59109,7,2022-01-08,P5,4200,5,21000,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,31,0,Married,"4,57"
TR63511,395,2022-01-08,P1,8800,4,35200,Choco Bar,8800,Gita Ginara,Gita,General Trade,28,0,Married,"3,39"
TR67910,361,2022-01-08,P5,4200,2,8400,Thai Tea,4200,Buana Indah,Buana,General Trade,26,1,Single,"0,06"
TR69555,221,2022-01-08,P4,12000,3,36000,Potato Chip,12000,Gita Ginara,Gita,General Trade,23,1,Single,"7,5"
TR70767,72,2022-01-08,P9,10000,5,50000,Yoghurt,10000,Prima Kota,Prima,Modern Trade,26,0,Single,"1,81"
TR81266,49,2022-01-08,P9,10000,3,30000,Yoghurt,10000,Buana Indah,Buana,General Trade,44,1,Married,"13,48"
TR86513,393,2022-01-08,P1,8800,2,17600,Choco Bar,8800,Lingga,Lingga,Modern Trade,22,0,Single,0
TR9305,9,2022-01-08,P1,8800,6,52800,Choco Bar,8800,Prima Kota,Prima,Modern Trade,33,0,Married,"9,92"
TR12611,401,2022-02-08,P8,16000,3,48000,Oat,16000,Lingga,Lingga,Modern Trade,45,0,Married,"4,08"
TR15270,186,2022-02-08,P5,4200,3,12600,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,34,1,Married,"4,02"
TR17682,86,2022-02-08,P2,3200,7,22400,Ginger Candy,3200,Prima Kota,Prima,Modern Trade,60,1,Married,"9,54"
TR20640,118,2022-02-08,P8,16000,3,48000,Oat,16000,Lingga,Lingga,Modern Trade,20,1,Single,"3,28"
TR27157,14,2022-02-08,P7,9400,4,37600,Coffee Candy,9400,Harapan Baru,Harapan Baru,General Trade,58,1,Married,"10,18"
TR39680,445,2022-02-08,P6,18000,3,54000,Cashew,18000,Sinar Harapan,Prestasi,General Trade,51,0,Married,"14,48"
TR47095,129,2022-02-08,P5,4200,3,12600,Thai Tea,4200,Bonafid,Gita,General Trade,35,1,Single,"10,46"
TR48519,176,2022-02-08,P3,7500,5,37500,Crackers,7500,Bonafid,Gita,General Trade,54,1,Married,"18,32"
TR65250,290,2022-02-08,P10,15000,3,45000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,19,1,Single,"0,98"
TR69251,276,2022-02-08,P5,4200,4,16800,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,31,1,Married,"8,96"
TR79559,97,2022-02-08,P3,7500,3,22500,Crackers,7500,Harapan Baru,Harapan Baru,General Trade,51,1,Married,"20,22"
TR83110,341,2022-02-08,P10,15000,5,75000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,43,1,Married,"3,24"
TR84912,231,2022-02-08,P3,7500,3,22500,Crackers,7500,Prima Tendean,Prima,Modern Trade,51,1,Married,"16,59"
TR85548,399,2022-02-08,P5,4200,5,21000,Thai Tea,4200,Prima Kota,Prima,Modern Trade,52,1,Single,"33,77"
TR94856,431,2022-02-08,P10,15000,3,45000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,40,1,Married,"9,51"
TR97515,281,2022-02-08,P2,3200,4,12800,Ginger Candy,3200,Buana,Buana,General Trade,35,0,Married,"3,03"
TR30908,74,2022-03-08,P7,9400,5,47000,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade,3,1,Married,"5,09"
TR49380,31,2022-03-08,P4,12000,3,36000,Potato Chip,12000,Priangan,Priangan,Modern Trade,38,0,Married,"9,61"
TR49423,88,2022-03-08,P9,10000,4,40000,Yoghurt,10000,Lingga,Lingga,Modern Trade,21,0,Single,"2,97"
TR59683,44,2022-03-08,P1,8800,5,44000,Choco Bar,8800,Buana Indah,Buana,General Trade,40,0,Married,"10,65"
TR79155,200,2022-03-08,P3,7500,2,15000,Crackers,7500,Gita Ginara,Gita,General Trade,25,0,Married,"2,39"
TR90285,166,2022-03-08,P2,3200,3,9600,Ginger Candy,3200,Prestasi Utama,Prestasi,General Trade,33,0,Married,"3,33"
TR10555,139,2022-04-08,P7,9400,3,28200,Coffee Candy,9400,Sinar Harapan,Prestasi,General Trade,38,1,Married,"5,17"
TR16793,201,2022-04-08,P10,15000,1,15000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,57,0,Married,"6,87"
TR58845,310,2022-04-08,P2,3200,6,19200,Ginger Candy,3200,Lingga,Lingga,Modern Trade,23,0,Married,"4,17"
TR71187,420,2022-04-08,P5,4200,5,21000,Thai Tea,4200,Lingga,Lingga,Modern Trade,48,1,Single,"6,01"
TR79426,190,2022-04-08,P3,7500,3,22500,Crackers,7500,Lingga,Lingga,Modern Trade,34,1,Married,"8,85"
TR90632,358,2022-04-08,P8,16000,3,48000,Oat,16000,Buana Indah,Buana,General Trade,32,1,Married,"3,2"
TR93539,247,2022-04-08,P5,4200,2,8400,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,33,1,Married,"8,11"
TR96145,397,2022-04-08,P3,7500,6,45000,Crackers,7500,Lingga,Lingga,Modern Trade,24,0,Single,"6,42"
TR96662,243,2022-04-08,P10,15000,1,15000,Cheese Stick,15000,Gita Ginara,Gita,General Trade,38,0,Married,"3,34"
TR23538,333,2022-05-08,P5,4200,2,8400,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,47,0,Married,"17,99"
TR33240,75,2022-05-08,P9,10000,6,60000,Yoghurt,10000,Buana Indah,Buana,General Trade,34,0,Married,"9,69"
TR41105,416,2022-05-08,P1,8800,8,70400,Choco Bar,8800,Sinar Harapan,Harapan Baru,General Trade,27,1,Married,"3,43"
TR42437,221,2022-05-08,P10,15000,4,60000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,23,1,Single,"7,5"
TR53873,113,2022-05-08,P2,3200,6,19200,Ginger Candy,3200,Priangan,Priangan,Modern Trade,57,0,Married,"71,3"
TR65206,418,2022-05-08,P5,4200,3,12600,Thai Tea,4200,Buana Indah,Buana,General Trade,45,0,Single,"23,84"
TR82887,272,2022-05-08,P5,4200,3,12600,Thai Tea,4200,Gita Ginara,Gita,General Trade,60,0,Married,"4,05"
TR84433,424,2022-05-08,P10,15000,5,75000,Cheese Stick,15000,Priangan,Priangan,Modern Trade,38,0,Married,"10,06"
TR88479,195,2022-05-08,P2,3200,7,22400,Ginger Candy,3200,Gita Ginara,Gita,General Trade,31,1,Married,"10,91"
TR92526,137,2022-05-08,P2,3200,3,9600,Ginger Candy,3200,Buana,Buana,General Trade,34,1,Married,"6,36"
TR15201,439,2022-06-08,P2,3200,4,12800,Ginger Candy,3200,Prima Tendean,Prima,Modern Trade,35,0,Single,"12,34"
TR18389,301,2022-06-08,P8,16000,3,48000,Oat,16000,Sinar Harapan,Prestasi,General Trade,60,0,Married,"8,97"
TR3067,298,2022-06-08,P8,16000,2,32000,Oat,16000,Priangan,Priangan,Modern Trade,38,1,Married,"8,99"
TR34713,312,2022-06-08,P2,3200,6,19200,Ginger Candy,3200,Lingga,Lingga,Modern Trade,54,0,Married,"18,77"
TR35016,45,2022-06-08,P9,10000,3,30000,Yoghurt,10000,Bonafid,Gita,General Trade,53,0,Married,"9,25"
TR38731,322,2022-06-08,P10,15000,2,30000,Cheese Stick,15000,Sinar Harapan,Prestasi,General Trade,41,0,Married,"20,01"
TR43690,386,2022-06-08,P5,4200,5,21000,Thai Tea,4200,Lingga,Lingga,Modern Trade,33,0,Married,"6,95"
TR54264,298,2022-06-08,P3,7500,4,30000,Crackers,7500,Bonafid,Gita,General Trade,38,1,Married,"8,99"
TR81199,393,2022-06-08,P9,10000,6,60000,Yoghurt,10000,Prima Kelapa Dua,Prima,Modern Trade,22,0,Single,0
TR94447,77,2022-06-08,P6,18000,3,54000,Cashew,18000,Buana Indah,Buana,General Trade,26,0,Married,"4,67"
TR10194,264,2022-07-08,P8,16000,2,32000,Oat,16000,Sinar Harapan,Harapan Baru,General Trade,21,1,Single,"1,12"
TR11542,286,2022-07-08,P8,16000,1,16000,Oat,16000,Sinar Harapan,Harapan Baru,General Trade,60,0,Married,"6,19"
TR16850,374,2022-07-08,P7,9400,4,37600,Coffee Candy,9400,Priangan,Priangan,Modern Trade,32,0,Single,"5,4"
TR26336,81,2022-07-08,P1,8800,6,52800,Choco Bar,8800,Lingga,Lingga,Modern Trade,44,0,Married,"19,49"
TR32161,332,2022-07-08,P5,4200,4,16800,Thai Tea,4200,Buana,Buana,General Trade,28,1,Single,"6,91"
TR4697,431,2022-07-08,P8,16000,3,48000,Oat,16000,Priangan,Priangan,Modern Trade,40,1,Married,"9,51"
TR62372,327,2022-07-08,P7,9400,3,28200,Coffee Candy,9400,Buana Indah,Buana,General Trade,50,0,Married,"12,41"
TR63136,234,2022-07-08,P4,12000,3,36000,Potato Chip,12000,Sinar Harapan,Prestasi,General Trade,61,1,Married,"10,86"
TR67236,115,2022-07-08,P2,3200,6,19200,Ginger Candy,3200,Harapan Baru,Harapan Baru,General Trade,39,0,Married,"5,07"
TR83406,421,2022-07-08,P3,7500,1,7500,Crackers,7500,Lingga,Lingga,Modern Trade,35,0,Married,"9,01"
TR9330,213,2022-07-08,P3,7500,6,45000,Crackers,7500,Sinar Harapan,Prestasi,General Trade,24,1,Single,"5,72"
TR96823,105,2022-07-08,P8,16000,2,32000,Oat,16000,Sinar Harapan,Harapan Baru,General Trade,61,0,Married,"7,54"
TR97782,247,2022-07-08,P3,7500,4,30000,Crackers,7500,Lingga,Lingga,Modern Trade,33,1,Married,"8,11"
TR99172,185,2022-07-08,P1,8800,4,35200,Choco Bar,8800,Lingga,Lingga,Modern Trade,30,1,Married,"3,28"
TR20902,299,2022-08-08,P8,16000,2,32000,Oat,16000,Prima Tendean,Prima,Modern Trade,37,1,Married,"4,54"
TR22246,274,2022-08-08,P3,7500,5,37500,Crackers,7500,Lingga,Lingga,Modern Trade,48,0,Married,"11,99"
TR28349,190,2022-08-08,P8,16000,3,48000,Oat,16000,Bonafid,Gita,General Trade,34,1,Married,"8,85"
TR31279,89,2022-08-08,P6,18000,2,36000,Cashew,18000,Prima Kota,Prima,Modern Trade,32,0,Married,"9,68"
TR3712,1,2022-08-08,P10,15000,4,60000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,55,1,Married,"5,12"
TR40538,96,2022-08-08,P9,10000,7,70000,Yoghurt,10000,Prestasi Utama,Prestasi,General Trade,55,0,Married,"13,67"
TR49656,55,2022-08-08,P4,12000,3,36000,Potato Chip,12000,Sinar Harapan,Harapan Baru,General Trade,34,1,Married,"8,44"
TR5797,204,2022-08-08,P1,8800,6,52800,Choco Bar,8800,Buana Indah,Buana,General Trade,53,0,Married,"9,46"
TR67955,159,2022-08-08,P1,8800,6,52800,Choco Bar,8800,Buana,Buana,General Trade,53,1,Married,"13,65"
